"plan","id","phase","summary","status","index","evidence","next_action"
"FRKN_ADOPT","ADOPT-05","P01","Publish immutable version, SHA-256, signer, source commit and SBOM contract","CANDIDATE32_SIGNED_ARTIFACT_CONTRACT_ANDROID_STATIC_PASS_PUBLIC_ASSETS_OPEN","I2","WO-013GF binds candidate.32 Core/client/platform identities and six private artifacts to strict-v2 handoff, refreshed SBOM/provenance and trusted release-index manifest/signature/receipt; Android signer lineage passes and Windows keeps the owner unsigned-direct-beta exception. WO-013GH independently validates every Android size/SHA/signer binding, four APK identities and the AAB bundle. No public immutable asset mapping, tag, Store object or stable pointer exists.","Retain successor candidate public same-byte asset mapping and trusted Windows signer evidence before I3/I4; keep the owner unsigned direct-beta exception explicit"
"FRKN_ADOPT","ADOPT-06","P08","Keep consumer-first UI with sanitized technical health sheet","LOCALLY_PROVED","I3","WO-010G1; Profile exposes consumer labels, proof freshness, supported safe actions and bounded package metadata while raw host/provider/config details remain absent; presenter/widget raw-detail regressions and full app-shell pass","Retain exact-candidate Android/Windows visual and support-operability evidence before I4"
"FRKN_ADOPT","ADOPT-07","P06","Centralize price, referral, privacy and release truth","LOCALLY_PROVED","I3","WO-008A/008I; commercial contract remains price authority; referral/trial/reward constants bind product-facts; public-URLs digest and full offer/privacy/release URLs are generated into the client and consumed by Profile; local cross-surface proof PASS","Retain exact-candidate server/client/public readback before I4"
"FRKN_AWG","AWG-01","P10","Use synthetic client/server fixtures without real keys or endpoints","LOCALLY_PROVED_CANDIDATE21_STATIC_HISTORY_CANDIDATE32_RUNTIME_OPEN","I3","WO-012B/C retain documentation-address dual-stack fixtures, deterministic non-production keys and source contracts. WO-013EP retains the six-artifact candidate.21 static scan as predecessor history. WO-013GH validates candidate.32 Android signing/bundle/direct-store identity but is not a raw-material privacy scan, so candidate.32 physical/runtime proof remains open.","Keep exact candidate.32 artifacts and live endpoints outside retained synthetic evidence; require candidate-bound privacy and physical/runtime repetition before I4"
"FRKN_AWG","AWG-02","P10","Version AWG schema subset and capability","LOCALLY_PROVED","I3","WO-012B; pokrov.awg2.endpoint.v1 JSON/schema/SHA and cross-repo drift gate PASS","Any schema change requires new digest/revision and exact-candidate reproof"
"FRKN_AWG","AWG-03","P10","Prove TCP, UDP, DNS, IPv4 and IPv6 on exact Android AAR and Windows DLL","CANDIDATE32_PACKAGED_AWG_ARTIFACTS_BOUND_RUNTIME_OPEN","I1","WO-013GF binds candidate.32 Windows DLL and Android AAR into signed artifacts. The same Core commit has direct-RU source-level AWG3.1/AWG2 PASS in WO-013FW, but exact packaged candidate.32 TCP/UDP/DNS/IPv4/IPv6 runtime is not run.","Run exact successor candidate packaged AWG3.1/AWG2 on Windows and physical Android, then direct UDP and IPv6"
"FRKN_AWG","AWG-04","P10","Sweep MTU 1280, 1400 and 1408","LOCALLY_PROVED_SOURCE","I3","WO-012B/C/E; exact allowed MTUs and forced invalid values pass Core/platform/client source tests","Run real traffic/PMTU sweep on exact artifacts before I4"
"FRKN_AWG","AWG-05","P10","Prove one TUN owner and no second default route","CANDIDATE32_ONE_TUN_AND_ROUTE_MATRIX_OPEN","I3","WO-013GF provides no candidate.32 installed TUN credit. Older direct-only and AWG route ownership remain predecessor history; candidate.32 Windows/Android one-TUN, route ownership, leak, failure and network-change cases are open.","Retain exact successor candidate Android and Windows one-TUN and route/leak-table proof for default/AWG/Smart-DNS, including failure and network change"
"FRKN_AWG","AWG-06","P10","Prove selected apps, all-except-RU and full tunnel","LOCALLY_PROVED_HOST_CONTRACT","I3","WO-012E; runtime-engine forwards exact AWG2 through all three existing outer route modes with integrated TUN false","Run exact traffic/leak matrix on Android and Windows before I4"
"FRKN_AWG","AWG-07","P10","Test Wi-Fi/LTE, Doze, sleep/resume and crash teardown","CANDIDATE32_DISCONNECTED_REBOOT_AND_FORCED_SERVICE_RECOVERY_PASS_CONNECTED_MATRIX_OPEN","I1","WO-013GK proves exact candidate.32 disconnected Windows reboot. WO-013GL then proves disconnected forced service termination and automatic SCM restart in 5,252 ms with clean recovery and unchanged network. Neither exercises AWG, an active tunnel, sleep/resume, network change, Android Doze or endurance.","Run successor candidate physical Android Wi-Fi/mobile and exact Windows connected AWG sleep/resume, network-change, forced-termination and endurance matrices"
"FRKN_AWG","AWG-08","P10","Measure 30-minute idle and 60-minute active battery, CPU and thermal","MANUAL_OWNER_TEST","I1","WO-012F freezes durations/baseline/environment contract; no candidate.32 measurement is run","Collect successor candidate same-build physical-device measurements before I4"
"FRKN_AWG","AWG-09","P10","Provide server-side disable and rollback","CANDIDATE32_DEFAULT_OFF_SOURCE_BOUND_KILL_MATRIX_OPEN","I3","Candidate.32 binds default-off and kill source contracts through WO-013GF but has no exact installed AWG revocation/runtime readback. Earlier owner-lab rollback remains predecessor history.","Exercise successor candidate live kill switch and revocation with exact Android/Windows plus strict server readback before I4"
"FRKN_AWG","AWG-10","P10","Run distinct RU-origin canary across mobile/fixed networks and ASNs","CANDIDATE32_EXACT_CORE_RU_PI_PASS_PACKAGED_MULTI_ASN_OPEN","I2","Candidate.32 binds the same exact Core cd8f0f4 whose WO-013FW direct-RU Pi run passes AWG3.1 then AWG2. This is source-level evidence only. Exact packaged candidate.32 Windows/Android and distinct mobile/fixed ASN canaries remain unrun.","Run successor candidate packaged Windows and physical Android AWG3.1/AWG2 over Wi-Fi/Beeline and additional named fixed/mobile ASN canaries"
"FRKN_HY2","HY2-01","P10","Evaluate Hysteria2 later as bounded UDP/QUIC selector or fallback, never sole bootstrap","SUCCESSOR_CLIENT_SMART_CONNECT_BYPASS_PASS_RUNTIME_MATERIAL_MISSING","I3","WO-013BT retains the exact server artifact and guarded owned-node PLAN with runtime material intentionally absent. WO-013CW adds the client-side owner-lab correction shared by AWG2/AWG3.1/HY2: typed lab envelopes no longer enter ordinary Smart Connect or its node quarantine; the full bootstrap file passes 86/86 and analyzer/seed/docs gates pass. No HY2 deploy, endpoint material, handshake or live traffic claim exists","Generate receipt-bound owner-only runtime material, run guarded exact-bundle APPLY, provision encrypted device material and execute bounded successor-candidate HY2 handshake/traffic/DNS/leak/rollback/current-Brain-RU evidence before I4"
"FRKN_SMART_DNS","SMARTDNS-01","P10","Evaluate selective Smart DNS for bounded AI and gaming-service web/API access without a second VPN core","CANDIDATE32_DEFAULT_OFF_PACKAGED_SMART_DNS_RUNTIME_OPEN","I3","Candidate.32 binds default-off Smart-DNS source and signed package bytes. WO-013FW proves the same source policy/TLS contour from one direct-RU Pi, not packaged client runtime. Authenticated sessions, physical Android, attribution, leak/privacy/load and lifecycle remain open.","Run exact successor candidate Windows and physical Wi-Fi/mobile Smart DNS with authenticated ChatGPT/Gemini/Xbox behavior, attribution and clean restoration"
"FRKN_MONITOR","MONITOR-01","P10","Track AWG 3.0 and later obfuscation generations","VERIFIED_MONITOR_ONLY","I1","WO-012G-HY2-DECISION monitor registry; Core owner and reopen trigger recorded","Observe official upstream only; no 1.2.0 implementation"
"FRKN_MONITOR","MONITOR-02","P10","Track Hysteria2 Gecko, Mimic and port hopping","VERIFIED_MONITOR_ONLY","I1","WO-012G amendment and WO-013AR separate the implemented bounded base HY2 contract from unimplemented Gecko/Mimic/port-hopping extensions","Observe official upstream and owned evidence only; reopen an extension only for a measured gap and separate typed rollback contract"
"FRKN_MONITOR","MONITOR-03","P10","Track TrustTunnel/fptn only with production dependency and ownership","VERIFIED_MONITOR_ONLY","I1","WO-012G-HY2-DECISION monitor registry; architecture owner and production-dependency trigger recorded","No fork or dependency without a separate authorized WO"
"FRKN_MONITOR","MONITOR-04","P10","Track XHTTP, REALITY and AWG blocking using owned RU-origin data","VERIFIED_MONITOR_ONLY","I1","WO-012G-HY2-DECISION monitor registry preserves current/brain/RU separation and owned-data rule","Collect only sanitized owned evidence; no public effectiveness claim"
"FRKN_REJECT","REJECT-01","P10","Do not fork Dopamine/Amnezia or port Qt/QML stack","LOCALLY_PROVED_REJECTION","I3","WO-012A/B; current Core/sing-box stack retained and local gate PASS","Preserve rejection unless a separate architecture decision supersedes it"
"FRKN_REJECT","REJECT-02","P10","Do not add a second Xray client core beside sing-box","LOCALLY_PROVED_REJECTION","I3","WO-012A/B; one POKROV Core and one sing-box graph retained","Preserve single-core boundary"
"FRKN_REJECT","REJECT-03","P10","Do not add separate official AWG service/driver in first PoC","LOCALLY_PROVED_REJECTION","I3","WO-012B/E; AWG is an internal endpoint and integrated TUN is fail-closed","Retain one host TUN owner"
"FRKN_REJECT","REJECT-04","P10","Do not import generic raw FRKN configs in consumer onboarding","LOCALLY_PROVED_REJECTION","I3","WO-012B/D; raw converter rejects AWG and managed-only issuance excludes public/onboarding exports","Keep raw config import absent"
"FRKN_REJECT","REJECT-05","P10","Do not use subscription ID as account credential","LOCALLY_PROVED_REJECTION","I3","WO-012D; normal authenticated device session/install binding owns managed material","Keep subscription token out of AWG identity"
"FRKN_REJECT","REJECT-06","P10","Do not emit secret-bearing diagnostic logs","LOCALLY_PROVED_REJECTION","I3","WO-012B/D; safe dimensions and fingerprints only; intent/result/DB tests PASS","Retain redaction and encrypted material gates"
"FRKN_REJECT","REJECT-07","P10","Do not use vanilla WireGuard/OpenVPN/IKEv2 as RU default","LOCALLY_PROVED_REJECTION","I3","WO-012A/D; default and rollback remain legacy_reality_fallback","No default transport change without exact evidence"
"FRKN_REJECT","REJECT-08","P10","Do not offer unlimited devices without abuse/economics model","LOCALLY_PROVED_REJECTION","I3","WO-012A/D; experiment is exact device/user allowlisted and does not alter product device promises","Keep commercial/device policy outside transport PoC"
"FRKN_REJECT","REJECT-09","P10","Do not publish mutable latest.apk without immutable mapping","LOCALLY_PROVED_REJECTION","I3","WO-012B/C plus existing release-v2 contract; PoC creates no publication path","Exact artifacts remain Phase 11 immutable candidates only"
"FRKN_REJECT","REJECT-10","P10","Do not expose raw endpoint, IP or protocol internals in primary UI","LOCALLY_PROVED_REJECTION","I3","WO-012D/E; public exports/location/UI force legacy and safe metadata only; tests PASS","Retain managed-only encrypted boundary"
"FRKN_PLAN","W1-01","P10","Assign AWG server and client path owner","LOCALLY_PROVED","I3","WO-012A/D; Core endpoint owner, client host owner and platform managed rollout owner recorded","Assign named human/operator before any owned server action"
"FRKN_PLAN","W1-02","P10","Freeze AWG2 schema subset and capability manifest","LOCALLY_PROVED","I3","WO-012B; machine-readable contract/schema and exact digest verified across three repos","Version any future change"
"FRKN_PLAN","W1-03","P10","Record license and SBOM notices","SIGNED_CANDIDATE33_SBOM_PROVENANCE_READY_PUBLIC_MAPPING_OPEN","I3","WO-012B/013I retain the pinned module sum, MIT notice and third-party registry/Core verifier contracts. WO-013GT binds candidate.33 exact Core/client/platform sources and all six artifacts to CycloneDX SBOM 3b586c6e, provenance 9aadcb1d and manifest/signature/receipt 5620c2f0/5115ab3c/f84843c8; strict supply validation passes 6/6 artifacts and 11/11 Windows runtime files. Older candidate snapshots remain immutable history.","Retain public immutable same-byte candidate.33 asset/SBOM/provenance/notices mapping and final promotion evidence before I4; do not rewrite signed snapshots"
"FRKN_PLAN","W1-04","P10","Block or remove suspect legacy converter path","LOCALLY_PROVED","I3","WO-012B; raw awg:// and [Interface] paths reject and unconditional WireGuard mapping is removed; Go tests PASS","Keep typed endpoint as sole AWG authority"
"FRKN_PLAN","W1-05","P10","Create synthetic fixtures, immutable metadata and safe telemetry categories","LOCALLY_PROVED","I3","WO-012B/C; fixture policy, contract SHA and allow/forbid dimensions pass local gate","No real/provider material in fixtures or evidence"
"FRKN_PLAN","W3-01","P10","Bring up a POKROV-owned AWG test server","LOCALLY_PROVED_OWNED_LAB","I3","WO-012A/F defines the owner boundary; WO-013AO binds the isolated default-off DE lab and WO-013BB adds guarded multi-address reply policy, exact readback, service-cycle persistence, physical Beeline handshakes/inner traffic and clean default restore without exposing material","Keep the lab default-off; require exact signed-candidate handshake, tunnel egress, leak, rollback and distinct-origin evidence before I4 or any cohort"
"FRKN_PLAN","W3-02","P10","Run typed AWG endpoint in exact Android and Windows core artifacts","CANDIDATE32_TYPED_AWG_ARTIFACTS_BOUND_RUNTIME_OPEN","I3","WO-013GF binds candidate.32 exact Windows DLL and Android AAR with typed materialization contracts into signed artifacts. Packaged AWG3.1/AWG2 runtime remains unrun.","Run exact successor candidate packaged AWG3.1 then AWG2 on Windows and physical Android over Wi-Fi and mobile network"
"FRKN_PLAN","W3-03","P10","Prove TCP, UDP, DNS, IP and MTU forced-failure behavior","CANDIDATE32_TRANSPORT_MATRIX_OPEN","I3","Candidate.32 signed artifacts and exact Core source are bound, while WO-013FW supplies source-level AWG control only. Candidate.32 TCP/UDP/DNS/IPv4/IPv6/MTU failure, leak, network change, endurance and Android parity are incomplete.","Run successor candidate TCP/UDP/DNS/IP/MTU forced-failure matrices on installed Windows and physical Android"
"FRKN_PLAN","W3-04","P10","Prove server rotation, revoke and rollback","LOCALLY_PROVED_CONTROL_PLANE","I3","WO-012D; per-device replace rotates prior material and kill/stale/missing state rolls back before issuance","Exercise real server rotation/revoke with exact candidate before I4"
"FRKN_PLAN","W6-01","P10","Enforce one TUN and route owner","LOCALLY_PROVED_HOST_CONTRACT","I3","WO-012B/E; integrated TUN forbidden and existing Android/Windows host route owner preserved","Retain exact route-table evidence"
"FRKN_PLAN","W6-02","P10","Integrate Android routing modes","LOCALLY_PROVED_EXACT_CANDIDATE6_OUTER_ROUTE_CONFIG","I3","WO-012E plus WO-013BP; source contract still forwards AWG through existing outer modes. Exact signed candidate.6 LDPlayer materializes selected-app as one include and excluded-app as test-app plus self excludes with mixed TUN and managed DNS, then restores zero selection/default mode. This does not prove AWG per-app traffic or leak behavior","Run exact physical AWG selected/excluded/full-tunnel traffic and DNS/IPv6 leak matrix before I4"
"FRKN_PLAN","W6-03","P10","Prove Windows clean VM, sleep/resume and forced-kill cleanup","CANDIDATE32_CLEAN_INSTALL_BOOT_UI_IPC_INPLACE_REBOOT_AND_DISCONNECTED_FORCED_RECOVERY_PASS_REMAINING_LIFECYCLE_OPEN","I1","WO-013GK proves in-place UI/IPC/reboot, WO-013GL disconnected forced-service recovery, WO-013GM exact clean install, and WO-013GN clean boot-before-login plus ordinary UI/IPC/initialize with unchanged network. Sleep/resume and connected lifecycle remain open.","Execute successor candidate sleep/resume and connected default/AWG/Smart-DNS forced-service/reboot/recovery/uninstall checks"
"FRKN_PLAN","W6-04","P10","Test network switches, Doze, Private DNS and IPv6 leaks","CANDIDATE16_AND_21_HISTORY_CANDIDATE32_PHYSICAL_MATRIX_OPEN","I1","WO-013DF retains candidate.16 emulator lab history; WO-013EH records that candidate.21 had no physical Android handover/Doze/Private-DNS/IPv6 leak result. WO-013GF/013GH establish candidate.32 supply/static identity only; no candidate.32 physical Android or managed Windows network-switch/leak result exists.","Complete protected-egress, network-change, Doze, Private DNS and IPv6 leak slices on exact successor candidate physical Android and isolated Windows"
"FRKN_PLAN","W6-05","P10","Compare battery, CPU and thermal against VLESS plus REALITY","MANUAL_OWNER_TEST","I1","WO-012F freezes same-build baseline/durations; candidate.32 comparison is not run","Collect exact successor candidate physical-device comparison before I4"
"FRKN_PLAN","W9-01","P10","Run internal then bounded opt-in cohort","NOT_AUTHORIZED","I1","WO-012F verifies cohort order/kill prerequisite; no enrollment or external action occurred","Require separate owner authorization after exact internal proof"
"FRKN_PLAN","W9-02","P10","Separate current-origin, brain-origin and RU-origin evidence","CANDIDATE32_CURRENT_BRAIN_NOT_RUN_RU_SOURCE_LEVEL_ONLY","I2","WO-013GF keeps candidate.32 current and Brain origins NOT_RUN. WO-013FW proves the same Core from one direct-RU Pi only; it is not general RU origin or authenticated-client credit. Candidate.31 origin evidence remains predecessor history.","Run successor candidate current and Brain exact-source contours, then general RU authenticated-client coverage across named mobile/fixed origins"
"FRKN_PLAN","W9-03","P10","Cover several Russian mobile/fixed ASNs and regions","BLOCKED_BY_ACCESS_NOT_AUTHORIZED","I1","WO-012F verifies scope; no RU canary occurred","Owner-authorize named bounded matrix and retain sanitized results"
"FRKN_PLAN","W9-04","P10","Exercise server-side kill and rollback","LOCALLY_PROVED_CONTROL_PLANE","I3","WO-012D; policy/API kill immediately returns managed profile to legacy fallback","Repeat with owned server/exact artifacts before I4"
"FRKN_PLAN","W9-05","P10","Make exact-candidate metric-based go/no-go decision","CANDIDATE33_GATE_F_BLOCKED_2_17_0","I1","WO-013GT binds all 19 candidate.33 checks and returns BLOCKED 2 PASS / 17 non-PASS / 0 FAIL with zero validation errors. Signed supply, release docs and exact WIN-001 pass; Android, managed network, exact Gates A-E, origins, rollback, approvals, performance and final aggregate remain non-PASS.","Close candidate.33 remaining rows and regenerate exact Gate F; prohibit Gate G and promotion until exact GO"
"FRKN_UNCERTAINTY","UNCERT-01","P10","Current FRKN server-side AWG generation/schema is not public","VERIFIED_UNRESOLVED","I1","WO-012A; third-party schema is non-authoritative so POKROV pins its owned v1 subset","Resolve only against an owned server; never import unknown schema"
"FRKN_UNCERTAINTY","UNCERT-02","P10","AWG Mobile compatibility with pinned POKROV capability needs owned proof","CANDIDATE32_EXACT_CORE_RU_PI_PASS_PACKAGED_PHYSICAL_OPEN","I3","Candidate.32 binds exact Core cd8f0f4; WO-013FW proves that Core's AWG3.1/AWG2 from one direct-RU Pi. Exact packaged Windows/physical Android, leak, network-change, OEM and endurance remain open.","Run successor candidate packaged Windows and physical Android AWG3.1/AWG2 plus leak/network-change/OEM/endurance matrices"
"FRKN_UNCERTAINTY","UNCERT-03","P10","Transport effectiveness by Russian ASN/region is temporally unstable","VERIFIED_UNRESOLVED","I1","WO-012F/G; only owned time-bound distinct-origin evidence can answer this","Keep monitoring separate from product truth"
"FRKN_UNCERTAINTY","UNCERT-04","P10","Low-end Android battery and thermal behavior needs device proof","VERIFIED_UNRESOLVED","I1","WO-012F; named physical measurement lane retained and unrun","Measure same-build 30-minute idle/60-minute active before I4"
